"student_name","student_id","student_email","programme","year","address","contact","module_id","module_name","module_leader","lecturer1","lecturer2","faculty","building","room","exam_mark","coursework1","coursework2","coursework3"
"Jeffrey Brown","60860711","JB16Y24@UoNEHT.ac.uk","Electronic Engineering","4","891 Kent Circle Apt. 627 New Danielside, NM 05713","610.713.4738x5093","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","14","5","9","10"
"Jeffrey Brown","60860711","JB16Y24@UoNEHT.ac.uk","Electronic Engineering","4","891 Kent Circle Apt. 627 New Danielside, NM 05713","610.713.4738x5093","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","24","1","5",""
"Elizabeth Salas","60935021","ES6Y24@UoNEHT.ac.uk","Electronic Engineering","4","125 Johnson Tunnel Bryantown, MI 94788","(385)581-1622x7126","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","25","9","2","12"
"Elizabeth Salas","60935021","ES6Y24@UoNEHT.ac.uk","Electronic Engineering","4","125 Johnson Tunnel Bryantown, MI 94788","(385)581-1622x7126","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","33","15","2"
"Elizabeth Salas","60935021","ES6Y24@UoNEHT.ac.uk","Electronic Engineering","4","125 Johnson Tunnel Bryantown, MI 94788","(385)581-1622x7126","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","14","8","16","1"
"Elizabeth Salas","60935021","ES6Y24@UoNEHT.ac.uk","Electronic Engineering","4","125 Johnson Tunnel Bryantown, MI 94788","(385)581-1622x7126","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","14","3","10",""
"Steven Sherman","61019472","SS7Y24@UoNEHT.ac.uk","Electronic Engineering","4","52213 Ethan Plains Suite 682 Alexisbury, SC 63315","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","9","9","9","16"
"Steven Sherman","61019472","SS7Y24@UoNEHT.ac.uk","Electronic Engineering","4","52213 Ethan Plains Suite 682 Alexisbury, SC 63315","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","7","21","19"
"Steven Sherman","61019472","SS7Y24@UoNEHT.ac.uk","Electronic Engineering","4","52213 Ethan Plains Suite 682 Alexisbury, SC 63315","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","21","25","10","21"
"Steven Sherman","61019472","SS7Y24@UoNEHT.ac.uk","Electronic Engineering","4","52213 Ethan Plains Suite 682 Alexisbury, SC 63315","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","56","8","5",""
"Jesse Jenkins","61066915","JJ9Y24@UoNEHT.ac.uk","Electronic Engineering","4","146 Perez Prairie North Richard, TN 95069","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","10","11","23","13"
"Jesse Jenkins","61066915","JJ9Y24@UoNEHT.ac.uk","Electronic Engineering","4","146 Perez Prairie North Richard, TN 95069","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","9","23","31"
"Jesse Jenkins","61066915","JJ9Y24@UoNEHT.ac.uk","Electronic Engineering","4","146 Perez Prairie North Richard, TN 95069","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","20","11","20","21"
"Jesse Jenkins","61066915","JJ9Y24@UoNEHT.ac.uk","Electronic Engineering","4","146 Perez Prairie North Richard, TN 95069","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","69","2","3",""
"Carla Smith","61155260","CS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","376 Parker Stream Dawsonport, RI 65494","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","18","0","22","5"
"Carla Smith","61155260","CS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","376 Parker Stream Dawsonport, RI 65494","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","27","27","1"
"Carla Smith","61155260","CS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","376 Parker Stream Dawsonport, RI 65494","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","18","15","12","25"
"Carla Smith","61155260","CS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","376 Parker Stream Dawsonport, RI 65494","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","77","2","6",""
"Nicole Anderson","61207008","NA2Y24@UoNEHT.ac.uk","Electronic Engineering","4","734 Cox Path Port Amandaton, CO 71224","001-280-742-1771x7633","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","5","5","23","16"
"Nicole Anderson","61207008","NA2Y24@UoNEHT.ac.uk","Electronic Engineering","4","734 Cox Path Port Amandaton, CO 71224","001-280-742-1771x7633","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","17","25","0"
"Nicole Anderson","61207008","NA2Y24@UoNEHT.ac.uk","Electronic Engineering","4","734 Cox Path Port Amandaton, CO 71224","001-280-742-1771x7633","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","8","17","9","0"
"Nicole Anderson","61207008","NA2Y24@UoNEHT.ac.uk","Electronic Engineering","4","734 Cox Path Port Amandaton, CO 71224","001-280-742-1771x7633","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","6","8","3",""
"Lori Long","61245081","LL3Y24@UoNEHT.ac.uk","Electronic Engineering","4","656 Lauren Harbor South Ryan, NY 09435","+1-518-456-4330","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","16","7","15","4"
"Lori Long","61245081","LL3Y24@UoNEHT.ac.uk","Electronic Engineering","4","656 Lauren Harbor South Ryan, NY 09435","+1-518-456-4330","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","15","28","28"
"Lori Long","61245081","LL3Y24@UoNEHT.ac.uk","Electronic Engineering","4","656 Lauren Harbor South Ryan, NY 09435","+1-518-456-4330","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","15","17","15","14"
"Lori Long","61245081","LL3Y24@UoNEHT.ac.uk","Electronic Engineering","4","656 Lauren Harbor South Ryan, NY 09435","+1-518-456-4330","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","33","2","6",""
"Anthony Sharp","61279738","AS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","3696 Ricardo Cape Nixonshire, OR 69165","450-622-9315x53125","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","8","24","15","17"
"Anthony Sharp","61279738","AS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","3696 Ricardo Cape Nixonshire, OR 69165","450-622-9315x53125","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","11","31","12"
"Anthony Sharp","61279738","AS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","3696 Ricardo Cape Nixonshire, OR 69165","450-622-9315x53125","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","10","21","19","14"
"Anthony Sharp","61279738","AS9Y24@UoNEHT.ac.uk","Electronic Engineering","4","3696 Ricardo Cape Nixonshire, OR 69165","450-622-9315x53125","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","70","2","4",""
"Reginald Lee","61343726","RL4Y24@UoNEHT.ac.uk","Electronic Engineering","4","47866 Smith Flat Apt. 196 Davidfort, MP 62956","+1-780-427-1726x380","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","23","16","25","7"
"Reginald Lee","61343726","RL4Y24@UoNEHT.ac.uk","Electronic Engineering","4","47866 Smith Flat Apt. 196 Davidfort, MP 62956","+1-780-427-1726x380","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","22","30","8"
"Reginald Lee","61343726","RL4Y24@UoNEHT.ac.uk","Electronic Engineering","4","47866 Smith Flat Apt. 196 Davidfort, MP 62956","+1-780-427-1726x380","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","16","25","19","8"
"Reginald Lee","61343726","RL4Y24@UoNEHT.ac.uk","Electronic Engineering","4","47866 Smith Flat Apt. 196 Davidfort, MP 62956","+1-780-427-1726x380","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","38","5","3",""
"Kevin Cowan","61345000","KC9Y24@UoNEHT.ac.uk","Electronic Engineering","4","74549 Wright Junction Suite 510 North Jamesfort, NH 31631","(252)258-9602x716","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","6","11","0","11"
"Kevin Cowan","61345000","KC9Y24@UoNEHT.ac.uk","Electronic Engineering","4","74549 Wright Junction Suite 510 North Jamesfort, NH 31631","(252)258-9602x716","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","30","8","26"
"Kevin Cowan","61345000","KC9Y24@UoNEHT.ac.uk","Electronic Engineering","4","74549 Wright Junction Suite 510 North Jamesfort, NH 31631","(252)258-9602x716","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","24","25","11","2"
"Kevin Cowan","61345000","KC9Y24@UoNEHT.ac.uk","Electronic Engineering","4","74549 Wright Junction Suite 510 North Jamesfort, NH 31631","(252)258-9602x716","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","65","9","1",""
"Kaitlyn Burton","61373621","KB7Y24@UoNEHT.ac.uk","Electronic Engineering","4","00923 Garcia Ramp Roberthaven, OK 57498","+1-702-711-3874x90699","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","7","19","25","20"
"Kaitlyn Burton","61373621","KB7Y24@UoNEHT.ac.uk","Electronic Engineering","4","00923 Garcia Ramp Roberthaven, OK 57498","+1-702-711-3874x90699","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","2","16","12"
"Kaitlyn Burton","61373621","KB7Y24@UoNEHT.ac.uk","Electronic Engineering","4","00923 Garcia Ramp Roberthaven, OK 57498","+1-702-711-3874x90699","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","3","1","2","7"
"Kaitlyn Burton","61373621","KB7Y24@UoNEHT.ac.uk","Electronic Engineering","4","00923 Garcia Ramp Roberthaven, OK 57498","+1-702-711-3874x90699","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","68","5","4",""
"Frank Holmes","61400226","FH3Y24@UoNEHT.ac.uk","Electronic Engineering","4","Unit 1410 Box 7641 DPO AP 69939","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","5","10","13","7"
"Frank Holmes","61400226","FH3Y24@UoNEHT.ac.uk","Electronic Engineering","4","Unit 1410 Box 7641 DPO AP 69939","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","22","33","31"
"Frank Holmes","61400226","FH3Y24@UoNEHT.ac.uk","Electronic Engineering","4","Unit 1410 Box 7641 DPO AP 69939","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","11","7","18","8"
"Frank Holmes","61400226","FH3Y24@UoNEHT.ac.uk","Electronic Engineering","4","Unit 1410 Box 7641 DPO AP 69939","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","53","4","5",""
"Susan Green","61448967","SG7Y24@UoNEHT.ac.uk","Electronic Engineering","4","8309 Powell Road Port Jeremy, MS 03899","998.761.0942x8848","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","9","24","11","18"
"Susan Green","61448967","SG7Y24@UoNEHT.ac.uk","Electronic Engineering","4","8309 Powell Road Port Jeremy, MS 03899","998.761.0942x8848","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","16","16","8"
"Susan Green","61448967","SG7Y24@UoNEHT.ac.uk","Electronic Engineering","4","8309 Powell Road Port Jeremy, MS 03899","998.761.0942x8848","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","1","11","8","10"
"Susan Green","61448967","SG7Y24@UoNEHT.ac.uk","Electronic Engineering","4","8309 Powell Road Port Jeremy, MS 03899","998.761.0942x8848","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","71","5","7",""
"Martha Wallace","61492775","MW9Y24@UoNEHT.ac.uk","Electronic Engineering","4","USS Hughes FPO AE 32401","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","13","1","9","1"
"Martha Wallace","61492775","MW9Y24@UoNEHT.ac.uk","Electronic Engineering","4","USS Hughes FPO AE 32401","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","9","12","8"
"Martha Wallace","61492775","MW9Y24@UoNEHT.ac.uk","Electronic Engineering","4","USS Hughes FPO AE 32401","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","4","22","1","20"
"Martha Wallace","61492775","MW9Y24@UoNEHT.ac.uk","Electronic Engineering","4","USS Hughes FPO AE 32401","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","40","8","4",""
"Laura Hooper","61536132","LH5Y24@UoNEHT.ac.uk","Electronic Engineering","4","93800 James Fork Richardland, NJ 16775","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","16","1","4","11"
"Laura Hooper","61536132","LH5Y24@UoNEHT.ac.uk","Electronic Engineering","4","93800 James Fork Richardland, NJ 16775","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","10","9","20"
"Laura Hooper","61536132","LH5Y24@UoNEHT.ac.uk","Electronic Engineering","4","93800 James Fork Richardland, NJ 16775","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","4","10","5","9"
"Laura Hooper","61536132","LH5Y24@UoNEHT.ac.uk","Electronic Engineering","4","93800 James Fork Richardland, NJ 16775","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","21","7","4",""
"Jason Fernandez","61613297","JF6Y24@UoNEHT.ac.uk","Electronic Engineering","4","760 Jenna Fields South Jamiestad, TN 83606","001-382-270-8992x993","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","11","5","15","2"
"Jason Fernandez","61613297","JF6Y24@UoNEHT.ac.uk","Electronic Engineering","4","760 Jenna Fields South Jamiestad, TN 83606","001-382-270-8992x993","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","16","25","9"
"Jason Fernandez","61613297","JF6Y24@UoNEHT.ac.uk","Electronic Engineering","4","760 Jenna Fields South Jamiestad, TN 83606","001-382-270-8992x993","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","16","5","15","18"
"Jason Fernandez","61613297","JF6Y24@UoNEHT.ac.uk","Electronic Engineering","4","760 Jenna Fields South Jamiestad, TN 83606","001-382-270-8992x993","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","26","2","7",""
"Donald Diaz","61618691","DD7Y24@UoNEHT.ac.uk","Electronic Engineering","4","9387 Downs Spring Christinachester, RI 03925","457-668-4366x18426","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","12","7","6","22"
"Donald Diaz","61618691","DD7Y24@UoNEHT.ac.uk","Electronic Engineering","4","9387 Downs Spring Christinachester, RI 03925","457-668-4366x18426","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","20","28","5"
"Donald Diaz","61618691","DD7Y24@UoNEHT.ac.uk","Electronic Engineering","4","9387 Downs Spring Christinachester, RI 03925","457-668-4366x18426","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","3","7","0","6"
"Donald Diaz","61618691","DD7Y24@UoNEHT.ac.uk","Electronic Engineering","4","9387 Downs Spring Christinachester, RI 03925","457-668-4366x18426","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","79","2","9",""
"Earl Rodriguez","61693003","ER6Y24@UoNEHT.ac.uk","Electronic Engineering","4","66855 Robert Mount Apt. 216 Harmonstad, AS 89632","2336362127","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","22","0","1","14"
"Earl Rodriguez","61693003","ER6Y24@UoNEHT.ac.uk","Electronic Engineering","4","66855 Robert Mount Apt. 216 Harmonstad, AS 89632","2336362127","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","28","4","24"
"Earl Rodriguez","61693003","ER6Y24@UoNEHT.ac.uk","Electronic Engineering","4","66855 Robert Mount Apt. 216 Harmonstad, AS 89632","2336362127","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","10","7","2","7"
"Earl Rodriguez","61693003","ER6Y24@UoNEHT.ac.uk","Electronic Engineering","4","66855 Robert Mount Apt. 216 Harmonstad, AS 89632","2336362127","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","15","1","3",""
"Richard Ramos","61760961","RR6Y24@UoNEHT.ac.uk","Electronic Engineering","4","PSC 5444, Box 9432 APO AA 52443","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","14","25","21","12"
"Richard Ramos","61760961","RR6Y24@UoNEHT.ac.uk","Electronic Engineering","4","PSC 5444, Box 9432 APO AA 52443","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","33","26","25"
"Richard Ramos","61760961","RR6Y24@UoNEHT.ac.uk","Electronic Engineering","4","PSC 5444, Box 9432 APO AA 52443","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","20","1","25","17"
"Richard Ramos","61760961","RR6Y24@UoNEHT.ac.uk","Electronic Engineering","4","PSC 5444, Box 9432 APO AA 52443","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","15","6","4",""
"Timothy Vance","61815085","TV1Y24@UoNEHT.ac.uk","Electronic Engineering","4","80437 Cain Passage Suite 140 Damonmouth, IA 70724","3733538542","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","12","17","24","3"
"Timothy Vance","61815085","TV1Y24@UoNEHT.ac.uk","Electronic Engineering","4","80437 Cain Passage Suite 140 Damonmouth, IA 70724","3733538542","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","6","31","28"
"Timothy Vance","61815085","TV1Y24@UoNEHT.ac.uk","Electronic Engineering","4","80437 Cain Passage Suite 140 Damonmouth, IA 70724","3733538542","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","7","21","17","16"
"Timothy Vance","61815085","TV1Y24@UoNEHT.ac.uk","Electronic Engineering","4","80437 Cain Passage Suite 140 Damonmouth, IA 70724","3733538542","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","48","6","5",""
"Steven Jennings","61892211","SJ7Y24@UoNEHT.ac.uk","Electronic Engineering","4","735 Karen Bypass Apt. 497 West Vanessa, NE 94490","(492)349-8514x32975","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","8","17","2","12"
"Steven Jennings","61892211","SJ7Y24@UoNEHT.ac.uk","Electronic Engineering","4","735 Karen Bypass Apt. 497 West Vanessa, NE 94490","(492)349-8514x32975","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","33","29","12"
"Steven Jennings","61892211","SJ7Y24@UoNEHT.ac.uk","Electronic Engineering","4","735 Karen Bypass Apt. 497 West Vanessa, NE 94490","(492)349-8514x32975","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","18","9","9","23"
"Steven Jennings","61892211","SJ7Y24@UoNEHT.ac.uk","Electronic Engineering","4","735 Karen Bypass Apt. 497 West Vanessa, NE 94490","(492)349-8514x32975","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","47","2","1",""
"Wanda Everett","61962730","WE1Y24@UoNEHT.ac.uk","Electronic Engineering","4","459 Hernandez Mall Suite 716 Youngtown, IL 66343","(517)795-2821","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","25","6","4","4"
"Wanda Everett","61962730","WE1Y24@UoNEHT.ac.uk","Electronic Engineering","4","459 Hernandez Mall Suite 716 Youngtown, IL 66343","(517)795-2821","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","33","25","33"
"Wanda Everett","61962730","WE1Y24@UoNEHT.ac.uk","Electronic Engineering","4","459 Hernandez Mall Suite 716 Youngtown, IL 66343","(517)795-2821","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","11","0","23","8"
"Wanda Everett","61962730","WE1Y24@UoNEHT.ac.uk","Electronic Engineering","4","459 Hernandez Mall Suite 716 Youngtown, IL 66343","(517)795-2821","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","49","0","10",""
"John Campbell","62058799","JC15Y24@UoNEHT.ac.uk","Electronic Engineering","4","24972 Amber Heights Evelynshire, SC 26886","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","10","17","13","15"
"John Campbell","62058799","JC15Y24@UoNEHT.ac.uk","Electronic Engineering","4","24972 Amber Heights Evelynshire, SC 26886","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","2","24","18"
"John Campbell","62058799","JC15Y24@UoNEHT.ac.uk","Electronic Engineering","4","24972 Amber Heights Evelynshire, SC 26886","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","0","1","3","14"
"John Campbell","62058799","JC15Y24@UoNEHT.ac.uk","Electronic Engineering","4","24972 Amber Heights Evelynshire, SC 26886","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","17","8","7",""
"Vanessa Crawford","62119588","VC3Y24@UoNEHT.ac.uk","Electronic Engineering","4","8730 Deleon Bridge Suite 717 West Tanya, VA 25458","589-839-2335x9338","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","1","19","5","8"
"Vanessa Crawford","62119588","VC3Y24@UoNEHT.ac.uk","Electronic Engineering","4","8730 Deleon Bridge Suite 717 West Tanya, VA 25458","589-839-2335x9338","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","2","0","16"
"Vanessa Crawford","62119588","VC3Y24@UoNEHT.ac.uk","Electronic Engineering","4","8730 Deleon Bridge Suite 717 West Tanya, VA 25458","589-839-2335x9338","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","24","2","17","17"
"Vanessa Crawford","62119588","VC3Y24@UoNEHT.ac.uk","Electronic Engineering","4","8730 Deleon Bridge Suite 717 West Tanya, VA 25458","589-839-2335x9338","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","68","2","4",""
"Adrian Brown","62158100","AB8Y24@UoNEHT.ac.uk","Electronic Engineering","4","3472 Kelly Ville Suite 434 South Justinside, FM 47464","820.529.3678","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","14","21","7","21"
"Adrian Brown","62158100","AB8Y24@UoNEHT.ac.uk","Electronic Engineering","4","3472 Kelly Ville Suite 434 South Justinside, FM 47464","820.529.3678","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","5","9","10"
"Adrian Brown","62158100","AB8Y24@UoNEHT.ac.uk","Electronic Engineering","4","3472 Kelly Ville Suite 434 South Justinside, FM 47464","820.529.3678","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","3","21","19","1"
"Adrian Brown","62158100","AB8Y24@UoNEHT.ac.uk","Electronic Engineering","4","3472 Kelly Ville Suite 434 South Justinside, FM 47464","820.529.3678","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","14","1","6",""
"Jordan Williams","62224518","JW20Y24@UoNEHT.ac.uk","Electronic Engineering","4","52378 Jacqueline Roads Suite 165 New Kurthaven, NV 22342","+1-568-887-0680x55034","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","17","9","8","7"
"Jordan Williams","62224518","JW20Y24@UoNEHT.ac.uk","Electronic Engineering","4","52378 Jacqueline Roads Suite 165 New Kurthaven, NV 22342","+1-568-887-0680x55034","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","3","15","7"
"Jordan Williams","62224518","JW20Y24@UoNEHT.ac.uk","Electronic Engineering","4","52378 Jacqueline Roads Suite 165 New Kurthaven, NV 22342","+1-568-887-0680x55034","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","5","21","23","7"
"Jordan Williams","62224518","JW20Y24@UoNEHT.ac.uk","Electronic Engineering","4","52378 Jacqueline Roads Suite 165 New Kurthaven, NV 22342","+1-568-887-0680x55034","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","53","1","9",""
"Carrie Gregory","62269849","CG9Y24@UoNEHT.ac.uk","Electronic Engineering","4","845 Karen Haven Apt. 887 Mccormickfort, MS 52727","946.538.6513x08878","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","10","25","10","4"
"Carrie Gregory","62269849","CG9Y24@UoNEHT.ac.uk","Electronic Engineering","4","845 Karen Haven Apt. 887 Mccormickfort, MS 52727","946.538.6513x08878","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","22","20","15"
"Carrie Gregory","62269849","CG9Y24@UoNEHT.ac.uk","Electronic Engineering","4","845 Karen Haven Apt. 887 Mccormickfort, MS 52727","946.538.6513x08878","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","15","2","23","0"
"Carrie Gregory","62269849","CG9Y24@UoNEHT.ac.uk","Electronic Engineering","4","845 Karen Haven Apt. 887 Mccormickfort, MS 52727","946.538.6513x08878","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","31","8","6",""
"Brett Dunn","62367193","BD1Y24@UoNEHT.ac.uk","Electronic Engineering","4","29421 Melissa Rest Apt. 368 East Joanne, ME 92310","","ELEC4401","Expert Hardware","Jason Miller","","","Faculty of Technology","B1","R11056","13","23","11","14"
"Brett Dunn","62367193","BD1Y24@UoNEHT.ac.uk","Electronic Engineering","4","29421 Melissa Rest Apt. 368 East Joanne, ME 92310","","ELEC4402","Expert Microsystems","Walter Taylor","","","Faculty of Technology","B25","R6044","","25","0","24"
"Brett Dunn","62367193","BD1Y24@UoNEHT.ac.uk","Electronic Engineering","4","29421 Melissa Rest Apt. 368 East Joanne, ME 92310","","ELEC4403","Theoretical Statistics","Jennifer Romero","","","Faculty of Technology","B68","R12088","7","2","10","10"
"Brett Dunn","62367193","BD1Y24@UoNEHT.ac.uk","Electronic Engineering","4","29421 Melissa Rest Apt. 368 East Joanne, ME 92310","","ELEC4404","Expert Design","Margaret Sanders","","","Faculty of Technology","B64","R1002","63","9","2",""
